Iters,训练损失,训练精度,验证损失,验证精度,最佳验证精度,最小验证损失,训练用时(h:m:s),训练设备,学习率
0,79.9400405883789,0.11328125,149.6061890625,0.1179,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
10,37.639038194309585,0.10280539772727272,2.5277286865234374,0.1017,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
20,20.82836311204093,0.11049107142857142,2.274980633544922,0.125,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
30,14.828433190622638,0.12764616935483872,2.1943854248046875,0.1807,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
40,11.748961547525917,0.13910060975609756,2.1155228454589845,0.2263,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
50,9.8604119571985,0.15142463235294118,2.021901934814453,0.2326,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
60,8.578428981734104,0.16540727459016394,1.9629349853515625,0.2592,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
70,7.652210324582919,0.17699163732394366,1.8770328674316406,0.2875,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
80,6.957619589052083,0.1863425925925926,1.9739763793945313,0.2749,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
90,6.4190817547368475,0.19147063873626374,1.9245711059570312,0.2765,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
100,5.992302088958067,0.19881248059608816,1.8167262145996095,0.3358,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
110,5.62244062469491,0.2064918102231008,1.7728478088378907,0.3401,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
120,5.312668853459411,0.21386946386946387,1.7451920501708984,0.3471,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
130,5.048778784842447,0.22102965797656063,1.6610714202880859,0.3823,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
140,4.824345976637353,0.2261164185736503,1.720453030395508,0.3799,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
150,4.624741286614257,0.232135449076955,1.6749777282714844,0.3874,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
160,4.449324011454854,0.23807381832328342,1.6434154235839844,0.382,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
170,4.2951331656399585,0.24331624244643837,1.6682006317138671,0.3764,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
180,4.156439246860802,0.24852966614772531,1.623106005859375,0.3919,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
190,4.030355301240959,0.253995246680872,1.5753714782714843,0.4218,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
200,3.922845758328014,0.2577515600624025,1.6461801025390626,0.3878,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
210,3.8201304369128652,0.26196136701337297,1.6077321533203126,0.4172,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
220,3.7272851140448386,0.2650797872340426,1.7483719635009765,0.3426,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
230,3.641217855714878,0.26861431478968795,1.6281045196533204,0.3849,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
240,3.5605194652344068,0.27326072821846553,1.5688863037109375,0.4285,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
250,3.48696902366762,0.27672440699126094,1.5227296447753906,0.4452,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
260,3.4176664377604067,0.2809573829531813,1.5225869598388673,0.4365,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
270,3.353357369307149,0.2846098265895954,1.4990638946533204,0.4485,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
280,3.2932861587541424,0.2883500557413601,1.4699270294189453,0.4609,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
290,3.237268001938277,0.2918931646932185,1.4617711242675782,0.4616,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
300,3.1878345790338063,0.2947572663819148,1.5369248413085939,0.4233,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
310,3.138192117688925,0.29778077427159994,1.4851725219726561,0.4563,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
320,3.0916442207927313,0.30091439593710323,1.5237553619384765,0.4342,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
330,3.047756151354147,0.30381664930391133,1.4541374969482421,0.4722,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
340,3.0053592814780274,0.30697329717804944,1.4606298614501954,0.4645,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
350,2.9656576634688148,0.3097430574158407,1.4473873077392578,0.4658,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
360,2.928619677184905,0.3122938189078913,1.7013458740234375,0.4094,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
370,2.8961092093997998,0.3141312610862404,1.530178207397461,0.4483,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
380,2.8621965037020467,0.3166276009540258,1.4818852172851562,0.4428,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
390,2.8298246318096627,0.31914115714400193,1.3796863098144532,0.4957,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
400,2.800502152453373,0.321184899906162,1.3912906555175781,0.4926,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
410,2.770749878730576,0.323495193774794,1.4383948272705078,0.4853,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
420,2.742219572660999,0.3258396633899315,1.3513325408935546,0.508,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
430,2.713973496242564,0.32867962612743673,1.3668090911865234,0.5058,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
440,2.687292401615042,0.3313548478817174,1.3534026794433593,0.498,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
450,2.6614198215411444,0.33385894495412843,1.322632781982422,0.5224,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
460,2.6374163711917182,0.33616484226271415,1.351964828491211,0.5102,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
470,2.614176500659056,0.33836006121905776,1.366836260986328,0.5032,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
480,2.5910908840955904,0.34080987750847014,1.285171255493164,0.5324,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
490,2.5694876992018005,0.34310132847927444,1.362903207397461,0.5046,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
500,2.54826958689678,0.34532061713713463,1.3977193542480468,0.5003,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
510,2.527553788209873,0.3475908142602933,1.3229215911865235,0.524,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
520,2.50791966780978,0.3497923812962629,1.2671160278320313,0.5444,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
530,2.4881206309069723,0.35214692684654897,1.2971825225830078,0.5231,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
540,2.4691766850633474,0.3544757199976821,1.2733722717285156,0.5391,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
550,2.4504880949099492,0.3566237128065085,1.2811188598632812,0.5363,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
560,2.43386037063151,0.3582478907079399,1.3721839874267578,0.5009,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
570,2.4180255596099953,0.35985274743371576,1.311758251953125,0.5251,0.9076,0.4021545837402344,3:45:42,cuda:0,0.001
