Iters,训练损失,训练精度,验证损失,验证精度,最佳验证精度,最小验证损失,训练用时(h:m:s),训练设备,学习率
0,2.3039803504943848,0.107421875,4.452102709960937,0.1,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
10,2.49645733833313,0.11008522727272728,2.2498879455566407,0.1788,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
20,2.3232526665642146,0.16090029761904762,1.9920237670898437,0.2454,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
30,2.21359065271193,0.19380040322580644,1.9511006469726562,0.2821,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
40,2.123723274323998,0.22446646341463414,1.7300689483642577,0.3477,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
50,2.0476939000335395,0.24842984068627452,1.6899507202148438,0.3808,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
60,1.9831112271449605,0.27122822745901637,1.6185804443359375,0.3965,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
70,1.9246063937603588,0.2913732394366197,1.513297866821289,0.4355,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
80,1.8702285054289265,0.3093412422839506,1.4597305450439453,0.4503,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
90,1.8270399400166102,0.32471239697802196,1.4245712768554688,0.4571,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
100,1.7857032321099722,0.3393162061471593,1.34162373046875,0.5002,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
110,1.7463913556378765,0.35327238068342276,1.3199244750976562,0.5028,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
120,1.7106510657345313,0.3669062419062419,1.3004045349121094,0.5125,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
130,1.675634200308945,0.3807103563740732,1.2141463439941407,0.5558,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
140,1.643708578879715,0.39298211508553654,1.217791796875,0.5571,0.8002,0.7087793777465821,0:12:11,cuda:0,0.001
